"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-01-18 00:00:00","2412 N 48TH ST, MILWAUKEE, WI, 53210-2803","Missed Collection: Recycling","","missed  colllection"
"2025-01-18 00:00:00","1722 W LLOYD ST","Potholes","",""
"2025-01-18 00:00:00","2025 E NORTH AV","Potholes","",""
"2025-01-18 00:00:00","3437 N 96TH ST, MILWAUKEE, WI, 53222-3447","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3364 S ILLINOIS AV, MILWAUKEE, WI, 53207-3714","Christmas Tree Pickup","","Pick up of Christmas tree"
"2025-01-18 00:00:00","3039 S HERMAN ST, MILWAUKEE, WI, 53207-2460","Other Miscellaneous Electrical Services Request","2025-01-19 00:00:00","There is a street light outside of our home that is broken. The light works but the fixture itself is damaged."
"2025-01-18 00:00:00","1121 E HOWARD AV, MILWAUKEE, WI, 53207-4043","Missed Collection: Recycling","","Recycling has not been picked up in at least two months. Neighbors either"
"2025-01-18 00:00:00","2354 N BOOTH ST, MILWAUKEE, WI, 53212-3429","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","801 E OKLAHOMA AV","Graffiti","","Graffiti on the corner bump out sign
Intersection of South Pine Ave and East Oklahoma Ave"
"2025-01-18 00:00:00","718 E EUCLID AV","Alley Light Out","","Alley light was cycling but is now out completely"
"2025-01-18 00:00:00","1945 A W KEEFE AV","Christmas Tree Pickup","","Small tree 2-3 feet"
"2025-01-18 00:00:00","2985 S SHORE DR, MILWAUKEE, WI, 53207-2542","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","3535 N 10TH ST, MILWAUKEE, WI, 53206-3312","Backwater","2025-01-18 00:00:00","backwater in basement"
"2025-01-18 00:00:00","3458 S DELAWARE AV, MILWAUKEE, WI, 53207-3706","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","2749 N 23RD ST, MILWAUKEE, WI, 53206-1610","Recycling Cart: Missing","",""
"2025-01-18 00:00:00","2749 N 23RD ST, MILWAUKEE, WI, 53206-1610","Garbage Cart: Additional","",""
"2025-01-18 00:00:00","3234 S 82ND CT, MILWAUKEE, WI, 53219-3541","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","201 E DOVER ST, MILWAUKEE, WI, 53207-2025","Christmas Tree Pickup","","Next to trash bins in alley"
"2025-01-18 00:00:00","2830 W BROWN ST, MILWAUKEE, WI, 53208-0000","Drainage or Standing Water Not Related to a Clogged Catch Basin","","There is water bubbling up from under the road and causing big pool of water in front of 2830 West Brown."
"2025-01-18 00:00:00","2968 N 77TH ST, MILWAUKEE, WI, 53222-5016","Christmas Tree Pickup","","In alley"
"2025-01-18 00:00:00","901 W WINNEBAGO ST, MILWAUKEE, WI, 53205-0000","Parking Enforcement X8350 Internal Transfer","2025-01-18 00:00:00","Winnebago rules, not enforced Sat"
"2025-01-18 00:00:00","3371 S PENNSYLVANIA AV, MILWAUKEE, WI, 53207-3155","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","4543 N 41ST ST, MILWAUKEE, WI, 53209-5817","Sanitation Cart Collection Printed Schedules Request","","Caller ask for a new collection schedule for garbage and recycle."
"2025-01-18 00:00:00","4543 N 41ST ST, MILWAUKEE, WI, 53209-5817","Garbage Cart: Missing","","Caller reports someone took her cart and she needs another one."
"2025-01-18 00:00:00","3426 S 96TH ST, MILWAUKEE, WI, 53227-4333","Christmas Tree Pickup","","Xmas tree"
"2025-01-18 00:00:00","239 E CHICAGO ST, 101, MILWAUKEE, WI, 53202-5924","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","2802 N 78TH ST, MILWAUKEE, WI, 53222-5021","Christmas Tree Pickup","","Curb on 78th"
"2025-01-18 00:00:00","6640 N 110TH ST, MILWAUKEE, WI, 53224-5038","Christmas Tree Pickup","","Christmas tree pick up request"
"2025-01-18 00:00:00","3011 N 90TH ST, MILWAUKEE, WI, 53222-4614","Street Light Out","2025-01-19 00:00:00","Our street light is usually off all the time.  It will pop on and then go off a minute later but usually it is just off and not working."
"2025-01-18 00:00:00","4103 N 16TH ST, MILWAUKEE, WI, 53209-6914","Street Light Out","2025-01-19 00:00:00","light out at 16th and Fiebrantz"
"2025-01-18 00:00:00","10101 W GRANTOSA DR, MILWAUKEE, WI, 53222-1326","Street Light Out","",""
"2025-01-18 00:00:00","10525 W ROHR AV, MILWAUKEE, WI, 53225-3237","Street Light Out","","The street lights for the entire neighborhood on Rohr Avenue from 106th street to 103rd street is out."
"2025-01-18 00:00:00","3662 S TAYLOR CT, MILWAUKEE, WI, 53207-3472","Christmas Tree Pickup","",""
"2025-01-18 00:00:00","1318 N 32ND ST, MILWAUKEE, WI, 53208-2455","Christmas Tree Pickup","",""
"2025-01-17 00:00:00","1621 W MITCHELL ST, MILWAUKEE, WI, 53204-3123","Missed Collection: Garbage","","Garbage consistently not collected on scheduled day"
"2025-01-17 00:00:00","8116 W GLEN AV, MILWAUKEE, WI, 53218-2528","Recycling Cart Not Returned to Storage Location","",""
"2025-01-17 00:00:00","3400 N PIERCE ST","Area Dark","2025-01-18 00:00:00","As happens several times every year, the streetlights are out on the 3400 block of N. Pierce as well as other areas."
"2025-01-17 00:00:00","5039 N GREEN BAY AV, MILWAUKEE, WI, 53209-5752","Garbage Cart Collection Request: Cart Not at Collection Point","","Missed garbage pickup day and have a lot of garbage"
"2025-01-17 00:00:00","2973 A S NEVADA ST, MILWAUKEE, WI, 53207-2473","Area Dark","2025-01-17 00:00:00","Street lights out on Nevada Street and all around the Forge"
"2025-01-17 00:00:00","2862 N HARTUNG AV, MILWAUKEE, WI, 53210-1340","Street Light Out","2025-01-17 00:00:00","Street light out across the street on the west side of street. This half of block very dark"
"2025-01-17 00:00:00","1312 S 22ND ST, MILWAUKEE, WI, 53204-1903","Scattered Litter and Debris on Private Property","2025-01-17 00:00:00","SCATTERED TRASH AND GARBAGE BEHIND PROPERTY."
"2025-01-17 00:00:00","5771 N 78TH ST, MILWAUKEE, WI, 53218-2149","Missed Collection: Recycling","","cart was accessible but missed, crew collected others"
"2025-01-17 00:00:00","6507 W OKLAHOMA AV, MILWAUKEE, WI, 53219-4148","Recycling Cart Collection Request: Cart Not at Collection Point","2025-01-17 00:00:00","REQUESTING R CART PICK UP // MISSED YESTERDAY OUT OF TOWN"
"2025-01-17 00:00:00","3214 N 85TH ST, MILWAUKEE, WI, 53222-3707","Street Light Cycling","2025-01-18 00:00:00","The lights in our neighborhood are off for most of the time, come on briefly, then go off again. Our block is very dark. 3200 blocks of 84/85 as well as Auer Avenue."
"2025-01-17 00:00:00","2483 N BARTLETT AV, MILWAUKEE, WI, 53211-4302","Rats or Rat Harborage","","check for rats and debris"
"2025-01-16 00:00:00","2738 S SHORE DR, MILWAUKEE, WI, 53207-2324","Recycling Supervisor Callback","","Caller needs to speak with supervisor. caller is expecting crews during winter to walk through the  neighbors at 2732-2734 driveway and yard to reach their RCarts. ucc agent was not able to advise caller if this is possible"
"2025-01-16 00:00:00","8920 W MORGAN AV, MILWAUKEE, WI, 53228-1558","Other Miscellaneous Forestry Request","2025-01-17 00:00:00","I submitted this a few days ago, but don't see it on here. Someone dumped a large bag of garbage in the median on 76th Street just south of Howard Avenue. This garbage is strewn all along the median. Can this be picked up?"
"2025-01-16 00:00:00","1610 N HAWLEY RD, MILWAUKEE, WI, 53208-2115","Missed Collection: Recycling","","States recyclables have not been collected in over 4 weeks, collection date keeps changing and cart is full, can not wait another 3 weeks. Requesting collection as soon as possible."
"2025-01-16 00:00:00","1821 N 47TH ST, MILWAUKEE, WI, 53208-0000","Recycling Supervisor Notification","","REC# 5250271- Caller stated that RC's were not serviced as stated. Caller has 3 RC's and requesting servicing. Located on the southside of the bright orange garage."
"2025-01-16 00:00:00","2122 S 24TH ST, MILWAUKEE, WI, 53215-2507","Missed Collection: Garbage","2025-01-16 00:00:00","Garbage crew came didn’t take my garbage"
"2025-01-16 00:00:00","3873 N 51ST BL, MILWAUKEE, WI, 53216-2303","Bulky Pickup & San Inspector Notification","2025-01-17 00:00:00","Discarded couch"
"2025-01-16 00:00:00","2122 S 24TH ST, MILWAUKEE, WI, 53215-2507","Missed Collection: Recycling","2025-01-16 00:00:00",""
"2025-01-16 00:00:00","1622 W NORTH AV, MILWAUKEE, WI, 53205-1252","Bulky Pickup & San Inspector Notification","2025-01-17 00:00:00","couch in WB lane, 6102"
"2025-01-15 00:00:00","2801 N 17TH ST","All Other Signs","","city website shows no parking anytime left arrow, sign posted on the street is double arrow. website or sign is incorrect"
"2025-01-15 00:00:00","4851 N 49TH ST, MILWAUKEE, WI, 53218-4349","Street Light Out","2025-01-15 00:00:00","street lights not working on 49th -50th Luscher street .  3days no lights"
"2025-01-15 00:00:00","2003 N OAKLAND AV, MILWAUKEE, WI, 53202-1106","Missed Collection: Garbage","2025-01-16 00:00:00","Resident Pastor says no trash pickup for last 3 weeks."
"2025-01-15 00:00:00","2431 N 20TH ST, MILWAUKEE, WI, 53206-1552","Scattered Litter and Debris on Private Property","2025-01-16 00:00:00","trash around garage and in yard"
"2025-01-15 00:00:00","4660 N 29TH ST, MILWAUKEE, WI, 53209-6008","Bulky Pickup & San Inspector Notification","2025-01-16 00:00:00","tires and furniture and garbage continuously keeps getting dumbed in back of this property"
"2025-01-15 00:00:00","10355 W TERRA AV, MILWAUKEE, WI, 53224-2626","Missed Collection: Recycling","2025-01-16 00:00:00","ASL route"
"2025-01-15 00:00:00","3824 N 18TH ST, MILWAUKEE, WI, 53206-2427","INFO ONLY: Garbage Collection Day Information Request","2025-01-15 00:00:00",""
"2025-01-14 00:00:00","5113 N 63RD ST, MILWAUKEE, WI, 53218-4128","Garbage Cart: No Cart","2025-01-16 00:00:00","1 unit: Cart went missing after collection, please send replacement."
"2025-01-14 00:00:00","3909 N 70TH ST, MILWAUKEE, WI, 53216-2019","Scattered Litter and Debris on Private Property","2025-01-15 00:00:00","Debris at alley, blowing around."
"2025-01-14 00:00:00","6229 W BIRCH AV, MILWAUKEE, WI, 53218-3135","Recycling Cart Collection Request: Cart Not at Collection Point","2025-01-15 00:00:00","Resident removed plastic bags that someone placed inside RC. Requesting courtesy."
"2025-01-14 00:00:00","6434 N 101ST ST, MILWAUKEE, WI, 53224-5206","Bulky Pickup & San Inspector Notification","2025-01-15 00:00:00","Furniture on the curb"
"2025-01-14 00:00:00","3323 N ARGONNE DR, MILWAUKEE, WI, 53222-3419","Garbage Cart Collection Request: Cart Not at Collection Point","","Recycling cart was missed 1/13 and was not picked up."
"2025-01-14 00:00:00","1805 E PARK PL, MILWAUKEE, WI, 53211-0000","Scattered Litter and Debris on Private Property","","On the side of the building."
"2025-01-14 00:00:00","2636 N OAKLAND AV, MILWAUKEE, WI, 53211-0000","Scattered Litter and Debris on Private Property","2025-01-14 00:00:00","On the side of the building."
"2025-01-14 00:00:00","2555 N BARTLETT AV, MILWAUKEE, WI, 53211-3952","Scattered Litter and Debris on Private Property","","On the webster side of the property."
"2025-01-14 00:00:00","2946 N MURRAY AV, MILWAUKEE, WI, 53211-3201","Scattered Litter and Debris on Private Property","2025-01-14 00:00:00","In the back where the cars park."
"2025-01-14 00:00:00","717 E KEEFE AV, MILWAUKEE, WI, 53212-1614","Area Dark","2025-01-15 00:00:00","2 lights out on 700 block of E Keefe and 1 light out on 800 block of E Keefe."
"2025-01-14 00:00:00","3032 N NEWHALL ST, MILWAUKEE, WI, 53211-3226","Scattered Litter and Debris on Private Property","","In the alley."
"2025-01-14 00:00:00","2809 E OKLAHOMA AV, MILWAUKEE, WI, 53207-3047","Missed Collection: Garbage","2025-01-14 00:00:00","Garbage hasn’t been picked up in about 8 weeks.  I have a hardship exception from bringing my cart to the curb."
"2025-01-14 00:00:00","2809 E OKLAHOMA AV, MILWAUKEE, WI, 53207-3047","Missed Collection: Garbage","2025-01-14 00:00:00","My garbage hasn’t been picked up in EIGHT WEEKS."
"2025-01-14 00:00:00","212 W WILBUR AV, MILWAUKEE, WI, 53207-3230","Missed Collection: Recycling","2025-01-14 00:00:00","Has been at the curb since January 6, which was the first day indicated as possible pickup."
"2025-01-14 00:00:00","2803 E OKLAHOMA AV, MILWAUKEE, WI, 53207-3047","Missed Collection: Garbage","2025-01-14 00:00:00","Garbage hasn’t been picked up in 8 weeks!  I have a hardship exemption from bringing my cart to the curb."
"2025-01-14 00:00:00","2348 E EUCLID AV, MILWAUKEE, WI, 53207-2904","Christmas Tree Pickup","","My previous request 16378102 shows completed but the tree is still sitting at the curb"
"2025-01-14 00:00:00","3320 N 11TH ST, MILWAUKEE, WI, 53206-2830","Street Light Out","2025-01-15 00:00:00","Light is out"
"2025-01-13 00:00:00","2525 N 57TH ST","Dogs At Large","","Dog allowed to sit outside BARKING early mornings EVERY MORNING 4am-6-am"
"2025-01-13 00:00:00","10614 W BRADLEY RD, MILWAUKEE, WI, 53224-2637","Potholes","","Multiple potholes at the intersection of 107th and Bradley. Some on 107th, at least one on Bradley eastbound right near median when turning off 107th"
"2025-01-13 00:00:00","3320 N 11TH ST, MILWAUKEE, WI, 53206-2830","Area Dark","2025-01-13 00:00:00","Street lights are out"
"2025-01-13 00:00:00","4000 S 56TH ST, MILWAUKEE, WI, 53220-2635","Area Dark","2025-01-13 00:00:00","The street lights are out again in my area -  its the third day of lights out"
"2025-01-13 00:00:00","3402 N 40TH ST, MILWAUKEE, WI, 53216-3637","Recycling Cart: Damaged","","Big hole in the front of them"
"2025-01-13 00:00:00","2515 N 58TH ST, MILWAUKEE, WI, 53210-2213","Dogs At Large","","dogs allowed to bark EVERY MORNING BEFORE 6AM...ongoing UNRESOLVED issue .NO ONE IS TRYING TO SOLVE."
"2025-01-13 00:00:00","4253 N 90TH CT, MILWAUKEE, WI, 53222-1604","Christmas Tree Pickup","",""
"2025-01-13 00:00:00","9615 W TUPELO CT, MILWAUKEE, WI, 53224-3924","Christmas Tree Pickup","",""
"2025-01-13 00:00:00","3841 S 73RD ST, MILWAUKEE, WI, 53220-1717","Missed Collection: Garbage","2025-01-14 00:00:00","2 g-cart on site and only one was empty please return for the cart that was missed"
"2025-01-13 00:00:00","401 N 35TH ST, MILWAUKEE, WI, 53208-3806","Special Pickup - Accident Debris","",""
"2025-01-12 00:00:00","101 N 75TH ST, MILWAUKEE, WI, 53213-3515","Scattered Litter and Debris on Private Property","2025-01-13 00:00:00","Hundreds of cigarette butts in the front yard to the left of the front door"
"2025-01-12 00:00:00","7924 W LISBON AV, MILWAUKEE, WI, 53222-3823","Christmas Tree Pickup","2025-01-13 00:00:00","Christmas tree at the curb"
"2025-01-12 00:00:00","3816 S 78TH ST","Bulky Pickup & San Inspector Notification","2025-01-13 00:00:00","Recliner love seat with console built in"
"2025-01-12 00:00:00","3237 N HUMBOLDT BL, MILWAUKEE, WI, 53212-2251","Christmas Tree Pickup","2025-01-13 00:00:00","Christmas tree is in the alley."
"2025-01-12 00:00:00","2255 N 54TH ST, MILWAUKEE, WI, 53208-1013","Street Light Out","",""
"2025-01-12 00:00:00","2255 N 54TH ST, MILWAUKEE, WI, 53208-1013","Street Light Out","2025-01-13 00:00:00","Flickering"
"2025-01-12 00:00:00","974 W HOLT AV, MILWAUKEE, WI, 53215-0000","Graffiti","","red spray paint all over the play equipment at the Ohio playground"
"2025-01-12 00:00:00","208 N 31ST ST, MILWAUKEE, WI, 53208-4227","Special Services Miscellaneous","","Caller reports a large sofa left on the road making a traffic hazard at 3000 W Park Hill Ave."
"2025-01-12 00:00:00","2520 S AUSTIN ST, MILWAUKEE, WI, 53207-1518","Christmas Tree Pickup","",""
"2025-01-12 00:00:00","434 E FREMONT PL, MILWAUKEE, WI, 53207-2110","Christmas Tree Pickup","","Christmas Tree Pickup"
"2025-01-12 00:00:00","2179 N 57TH ST, MILWAUKEE, WI, 53208-1031","Christmas Tree Pickup","","3 Trees on curb 2179 N. 57th Street 53208"
"2025-01-12 00:00:00","3616 S 81ST ST, MILWAUKEE, WI, 53220-1022","Christmas Tree Pickup","2025-01-13 00:00:00",""
"2025-01-12 00:00:00","2563 N 54TH ST, MILWAUKEE, WI, 53210-2740","Missed Collection: Recycling","","Two cans full of recycling along with cut up card board boxes"
"2025-01-12 00:00:00","2563 N 54TH ST, MILWAUKEE, WI, 53210-2740","Missed Collection: Garbage","","Two cans full of recycling along with cut up card board boxes"
"2025-01-12 00:00:00","3190 S 77TH ST, MILWAUKEE, WI, 53219-3707","Parking on Unapproved Surface, Private Property","","There is and has been a maroon car parked in the front yard overnight for the last week or so at 3190 S 77th St.  Zero reason for this type of behavior.  Car leaves during the day but returns for even hours."
"2025-01-12 00:00:00","8930 N 87TH CT, MILWAUKEE, WI, 53224-2107","Garbage Cart: Missing","2025-01-13 00:00:00","Someone took our garbage can"
"2025-01-12 00:00:00","508 E DOVER ST, MILWAUKEE, WI, 53207-2106","Christmas Tree Pickup","","Thank you!"
"2025-01-12 00:00:00","1725 W MORGAN AV, MILWAUKEE, WI, 53221-1633","Garbage Cart Collection Request: Cart Not at Collection Point","",""
"2025-01-12 00:00:00","5045 N 32ND ST, MILWAUKEE, WI, 53209-0000","Dead Animal","","Caller reports a dead puppy in a bag on the vacant field across from the listed address."
"2025-01-12 00:00:00","2637 N 29TH ST, MILWAUKEE, WI, 53210-2629","Special Services Miscellaneous","","Caller reports a lot of debris & garbage dumped on vacant lot posing a significant hazard to the neighborhood. The dump is on lot on N 30th St near the listed address."
